soil_class,Direction,Story Area,stories,D+0.25L,L cm,architectural_archetype,connection_system,xi cm,seismic_zone,Wall,Story,yi cm
A,Y,4366070.964799999,4,121646.86288815804,289.0,Q,HD,525.0,1,C.1,1,588.0
B,X,5302759.515700001,5,180243.677345924,443.0,D,HD,222.00000000000003,1,G.1,3,655.0
D,X,5302759.515700001,5,182878.5745446739,120.0,D,ATS,2602.0,1,B.5,1,56.00000000000001
C,Y,4918759.585999998,3,123890.88263498934,284.0,P,HD,173.0,1,B.5,3,2578.0
A,Y,5302759.515700001,3,149182.82780226163,190.0,D,HD,825.0,3,6.2,2,1215.0
A,Y,5302759.515700001,5,178966.13461792396,122.0,D,ATS,118.0,3,2.3,4,927.0
D,Y,5302759.515700001,5,181622.81212027397,209.5,D,ATS,380.0,3,4.2,4,1138.0
D,X,4918759.585999998,4,135386.28108443934,270.0,P,HD,439.0,1,11.1,1,2709.0
C,Y,5302759.515700001,5,154344.44496377397,307.0,D,ATS,565.0,3,5.4,5,1090.0
B,Y,5302759.515700001,5,179174.53157152396,194.5,D,ATS,4036.0,3,38.2,2,763.0
A,X,5302759.515700001,3,149182.82780226163,265.0,D,HD,262.0,1,J.1,2,947.0
A,X,4366070.964799999,5,145799.0856632641,120.0,Q,ATS,222.00000000000003,1,13.1,1,2483.0
D,X,4918759.585999998,3,124055.89857068934,570.0,P,HD,469.00000000000006,1,6.1,3,1360.0
B,Y,5302759.515700001,4,135497.78042691157,122.0,D,HD,4271.0,3,39.2,4,313.0
D,Y,4366070.964799999,4,121258.27697505803,352.0,Q,HD,173.0,1,B.6,3,2296.0
B,X,4366070.964799999,4,121258.27697505803,126.0,Q,HD,1239.0,1,6.4,2,877.0
D,X,5302759.515700001,5,179227.76251852393,120.0,D,ATS,167.0,1,B.1,2,56.00000000000001
D,Y,4918759.585999998,4,134745.56604503933,276.0,P,HD,1769.0000000000002,1,J.4,2,1859.0
A,Y,4918759.585999998,4,134271.81061673933,287.0,P,HD,1409.0,3,I.4,2,1865.0
C,Y,2526612.8516999995,3,65116.82932065081,338.0,C,HD,1892.96,3,K.1,3,168.8
A,Y,4918759.585999998,3,134101.47158633932,722.0,P,HD,765.0,3,E.1,2,1360.0
B,X,2526612.8516999995,3,71954.28394027581,205.0,C,HD,231.62,1,3.1,2,330.7
B,X,4918759.585999998,6,159490.10091444623,162.0,P,ATS,1861.0,3,4.5,3,788.0
D,Y,2526612.8516999995,5,86550.30719825202,388.0,C,ATS,1384.16,1,I.2,3,892.38
D,X,4918759.585999998,6,159348.1651739462,544.0,P,ATS,1670.0,1,3.4,3,567.0
B,Y,2526612.8516999995,5,87444.58710785201,274.0,C,HD,6.9,1,A.2,2,748.3
C,X,4366070.964799999,5,148936.0284149641,126.0,Q,ATS,679.0,3,8.3,1,1617.0000000000002
B,X,4366070.964799999,3,111059.95374720804,162.0,Q,HD,1837.0,1,6.6,3,877.0
A,Y,4918759.585999998,3,123890.88263498934,722.0,P,HD,1177.0,3,G.1,3,1360.0
B,X,5302759.515700001,4,135167.7485555116,120.0,D,HD,3873.0,1,B.7,4,56.00000000000001
B,Y,4366070.964799999,5,146221.0098341641,287.0,Q,ATS,173.0,3,B.2,3,588.0
A,Y,4366070.964799999,5,144253.9142783641,195.0,Q,ATS,173.0,3,B.4,3,1595.0
B,X,4366070.964799999,5,144690.40804376412,155.0,Q,HD,871.0000000000001,1,2.1,4,133.0
B,X,4366070.964799999,5,145041.73229396413,162.0,Q,HD,1837.0,1,4.4,3,655.0
A,Y,4918759.585999998,5,158338.25327934622,722.0,P,HD,765.0,3,E.1,4,1360.0
D,X,2526612.8516999995,4,72465.30103147581,169.0,C,HD,503.96,1,6.1,1,774.4
A,Y,2526612.8516999995,5,86550.30719825202,335.0,C,ATS,1572.96,3,J.2,3,904.97
D,X,4918759.585999998,4,135118.18267403933,162.0,P,HD,81.0,1,4.1,1,788.0
B,Y,2526612.8516999995,4,72183.1770123758,338.0,C,HD,1892.96,1,K.4,2,1040.2
A,X,5302759.515700001,5,180243.677345924,120.0,D,HD,2448.0,1,L.6,3,1254.0
B,X,5302759.515700001,5,180462.72048892395,120.0,D,HD,1787.0,1,L.4,3,1254.0
C,Y,2526612.8516999995,5,86550.30719825202,388.0,C,ATS,1384.16,1,I.2,4,892.38
A,X,5302759.515700001,3,135167.7485555116,120.0,D,HD,2951.0,3,B.6,3,56.00000000000001
A,X,2526612.8516999995,5,86550.30719825202,120.0,C,ATS,2074.01,1,9.2,4,1202.1
C,Y,4366070.964799999,5,144275.2066571641,494.0,Q,ATS,1291.0,1,H.1,3,247.00000000000003
B,Y,2526612.8516999995,6,86780.352615052,335.0,C,ATS,901.56,3,F.1,3,304.03
D,X,4918759.585999998,5,158439.81993054622,149.0,P,ATS,886.0,1,10.1,2,2586.0
A,Y,2526612.8516999995,5,74192.42165052702,274.0,C,ATS,2467.61,3,O.2,5,748.3
D,X,4366070.964799999,3,122252.52362085805,155.0,Q,HD,871.0000000000001,1,12.1,1,2361.0
B,Y,5302759.515700001,5,178966.13461792396,194.5,D,ATS,2788.0,1,28.1,3,547.0
C,Y,5302759.515700001,5,180565.74535552395,190.0,D,ATS,3260.0,1,33.1,2,95.0
C,X,5302759.515700001,5,178966.13461792396,120.0,D,ATS,167.0,1,B.1,4,56.00000000000001
D,Y,4918759.585999998,3,135455.22995873934,276.0,P,HD,173.0,3,B.4,2,1859.0
D,Y,4918759.585999998,3,135455.22995873934,200.0,P,HD,533.0,3,C.3,2,1471.0
B,X,2526612.8516999995,4,72167.20772827581,127.0,C,HD,1577.27,1,2.3,1,129.58
A,Y,5302759.515700001,5,180466.83701332397,471.0,D,ATS,977.0,3,7.2,3,1053.0
D,Y,4918759.585999998,6,160740.74924049622,276.0,P,ATS,1769.0000000000002,1,J.2,2,861.0
C,X,2526612.8516999995,5,86550.30719825202,120.0,C,ATS,2074.01,1,9.2,3,1202.1
D,X,5302759.515700001,5,179059.68690532394,136.5,D,ATS,1949.0,1,E.2,3,475.0
A,Y,2526612.8516999995,5,86960.18549015201,324.0,C,HD,416.35,1,D.2,3,1033.3
B,X,2526612.8516999995,3,71954.28394027581,540.0,C,HD,270.0,1,5.1,2,604.5
C,Y,4918759.585999998,5,157864.49785104624,777.0,P,ATS,971.0,1,F.1,2,389.0
D,X,4918759.585999998,4,135118.18267403933,224.0,P,HD,1094.0,1,3.3,1,567.0
C,Y,5302759.515700001,4,152389.86220986157,190.0,D,HD,1632.0,1,14.1,1,95.0
C,Y,4918759.585999998,4,134436.82655243934,284.0,P,HD,1769.0000000000002,1,J.1,2,142.0
C,Y,2526612.8516999995,4,72821.9483763758,388.0,C,HD,1384.16,1,I.2,1,892.38
C,Y,4918759.585999998,5,162306.88449144622,422.0,P,ATS,1769.0000000000002,3,J.3,1,1360.0
D,Y,5302759.515700001,5,154371.06043727396,120.0,D,ATS,118.0,1,2.1,5,127.0
B,X,4918759.585999998,5,158870.63698164624,152.0,P,ATS,695.0,3,5.1,1,988.0
A,X,4366070.964799999,4,121066.64556585804,126.0,Q,HD,1239.0,1,6.4,3,877.0
B,X,5302759.515700001,3,151197.79395006158,120.0,D,HD,2099.0,3,L.5,2,1254.0
B,X,4366070.964799999,5,146221.0098341641,162.0,Q,ATS,81.0,3,8.1,3,1617.0000000000002
B,X,5302759.515700001,5,179600.37914752393,287.0,D,ATS,1704.0,3,J.2,1,947.0
B,Y,4366070.964799999,4,111059.95374720804,172.0,Q,HD,627.0,1,D.3,4,1833.0
B,X,5302759.515700001,5,186573.74343832396,136.5,D,ATS,2943.0,3,E.3,1,475.0
B,X,5302759.515700001,4,149553.1810140616,287.0,D,HD,2183.0,1,J.3,2,947.0
D,Y,4918759.585999998,6,157683.51263124624,200.0,P,ATS,533.0,1,C.2,5,1249.0
B,X,4366070.964799999,5,144621.58206836408,126.0,Q,ATS,1239.0,1,6.4,3,877.0
B,Y,4366070.964799999,5,126200.3185371141,352.0,Q,ATS,173.0,1,B.1,5,198.0
B,Y,5302759.515700001,5,178966.13461792396,122.0,D,ATS,118.0,1,2.3,4,927.0
A,X,2526612.8516999995,4,72332.2236639758,540.0,C,HD,1664.51,3,5.3,2,604.5
D,X,4366070.964799999,3,122252.52362085805,162.0,Q,HD,81.0,1,8.1,1,1617.0000000000002
C,X,4918759.585999998,5,158535.2077832462,162.0,P,HD,1861.0,1,8.5,3,1932.0
A,X,2526612.8516999995,3,72098.00749717581,280.0,C,HD,1237.26,3,2.2,1,129.58
C,Y,4918759.585999998,3,135879.05807993934,200.0,P,HD,533.0,3,C.2,1,1249.0
B,Y,5302759.515700001,3,150119.69246946156,158.0,D,HD,1389.0,3,10.1,2,745.0
C,Y,4918759.585999998,5,158535.2077832462,276.0,P,HD,173.0,1,B.2,3,861.0
A,Y,5302759.515700001,3,149182.82780226163,122.0,D,HD,4271.0,3,39.2,2,313.0
D,Y,5302759.515700001,3,149972.8993758616,158.0,D,HD,565.0,1,5.2,2,565.0
D,X,5302759.515700001,5,179815.00264852395,326.0,D,ATS,3411.9999999999995,1,F.3,4,504.0
A,Y,2526612.8516999995,4,71975.57631907582,274.0,C,HD,6.9,1,A.1,2,460.7
B,Y,5302759.515700001,4,152106.56320401162,307.0,D,HD,565.0,3,5.1,1,221.0
B,Y,2526612.8516999995,3,72684.7002588758,338.0,C,HD,581.56,3,E.4,1,1040.2
D,Y,4366070.964799999,5,144629.8527185641,172.0,Q,ATS,627.0,1,D.3,2,1833.0
D,X,5302759.515700001,4,152968.51103016158,287.0,D,HD,2685.0,1,D.3,1,363.0
B,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,167.0,1,L.1,5,1254.0
D,Y,5302759.515700001,5,178966.13461792396,120.0,D,ATS,118.0,1,2.4,4,1183.0
D,X,2526612.8516999995,5,74192.42165052702,120.0,C,ATS,400.51,1,9.1,5,1202.1
B,Y,2526612.8516999995,5,87120.93179555201,156.0,C,ATS,581.56,1,E.2,1,519.6
B,X,5302759.515700001,5,185237.64666862396,120.0,D,ATS,2448.0,3,L.6,2,1254.0
A,Y,5302759.515700001,3,135167.7485555116,292.0,D,HD,2446.0,3,24.1,3,498.00000000000006
A,Y,5302759.515700001,5,154706.41540337398,136.5,D,HD,3881.0,1,I.4,5,835.0
C,Y,2526612.8516999995,5,74171.12927172701,335.0,C,ATS,1572.96,3,J.1,5,304.03
D,Y,2526612.8516999995,4,72098.00749717581,324.0,C,HD,136.08,1,B.2,3,1047.1
C,Y,5302759.515700001,3,135774.5813513116,122.0,D,HD,118.0,3,2.2,3,313.0
C,Y,5302759.515700001,3,151197.79395006158,307.0,D,HD,565.0,3,5.4,2,1090.0
A,Y,4366070.964799999,3,121066.64556585804,287.0,Q,HD,1745.0,1,J.2,1,588.0
D,X,5302759.515700001,3,149789.6605980616,265.0,D,HD,4127.0,1,J.4,2,947.0
A,Y,4918759.585999998,5,158513.91540444622,200.0,P,HD,1409.0,1,I.2,2,1249.0
D,X,4366070.964799999,3,121396.67743725804,155.0,Q,HD,871.0000000000001,1,12.1,2,2361.0
C,Y,5302759.515700001,4,152389.86220986157,194.5,D,HD,4036.0,1,38.1,1,547.0
A,Y,4918759.585999998,5,159269.7948518462,284.0,P,HD,1769.0000000000002,3,J.1,2,142.0
C,X,4366070.964799999,5,146157.9211048141,162.0,Q,ATS,1837.0,3,8.6,4,1617.0000000000002
D,X,4918759.585999998,6,161868.83609514622,224.0,P,ATS,1094.0,1,9.3,1,2154.0
D,Y,5302759.515700001,5,182283.218876324,471.0,D,HD,3411.9999999999995,1,34.2,2,1052.0
A,Y,5302759.515700001,5,179636.844550124,209.5,D,HD,4009.000000000001,1,37.2,4,1138.0
B,X,5302759.515700001,5,181437.31462544893,120.0,D,ATS,3873.0,1,B.7,1,56.00000000000001
C,Y,4366070.964799999,5,145877.4581618641,195.0,Q,HD,173.0,1,B.3,1,898.0
B,X,2526612.8516999995,6,86780.352615052,540.0,C,ATS,810.0,3,5.2,3,604.5
C,Y,2526612.8516999995,3,72386.60695567582,324.0,C,HD,2338.44,3,N.2,2,1047.1
A,Y,4366070.964799999,5,146329.9212113641,352.0,Q,HD,1745.0,3,J.1,1,198.0
D,Y,2526612.8516999995,4,72747.42505057581,180.0,C,HD,2137.35,1,M.2,2,701.2
D,Y,4366070.964799999,4,122577.17971905804,289.0,Q,HD,525.0,1,C.1,3,588.0
D,X,5302759.515700001,3,135167.7485555116,287.0,D,HD,2183.0,1,J.3,3,947.0
B,X,5302759.515700001,3,151019.2954737616,227.5,D,HD,2860.0,3,H.2,1,806.0
A,X,4918759.585999998,5,158231.7913853462,224.0,P,HD,1094.0,1,9.3,3,2154.0
A,X,4918759.585999998,3,134436.82655243934,162.0,P,HD,1861.0,3,8.5,1,1932.0
A,Y,4918759.585999998,3,123890.88263498934,422.0,P,HD,1769.0000000000002,3,J.3,3,1360.0
A,Y,5302759.515700001,5,179716.48581562395,471.0,D,ATS,3411.9999999999995,3,34.1,4,258.0
B,Y,2526612.8516999995,5,86550.30719825202,274.0,C,ATS,6.9,1,A.1,3,460.7
C,Y,5302759.515700001,3,150579.73217166157,307.0,D,HD,565.0,1,5.4,1,1090.0
C,Y,5302759.515700001,5,181443.1485164239,194.5,D,ATS,353.0,1,3.2,1,763.0
D,X,4918759.585999998,3,135094.23043913936,152.0,P,HD,1247.0,1,5.2,1,988.0
A,Y,4366070.964799999,5,144339.08379356412,287.0,Q,ATS,173.0,3,B.2,2,588.0
A,X,2526612.8516999995,4,72055.4227395758,540.0,C,HD,2204.51,3,5.4,3,604.5
D,Y,5302759.515700001,5,185450.57045662391,122.0,D,ATS,4271.0,3,39.2,2,313.0
A,Y,5302759.515700001,5,179636.844550124,158.0,D,HD,1389.0,1,10.1,4,745.0
D,X,2526612.8516999995,5,86550.30719825202,120.0,C,ATS,2074.01,1,9.2,3,1202.1
D,X,4918759.585999998,6,158711.08182834624,338.0,P,ATS,1589.0,1,8.4,3,1932.0
B,X,4918759.585999998,3,136037.29608803935,470.0,P,HD,971.0,3,8.3,1,1932.0
B,X,5302759.515700001,5,179153.23919272394,287.0,D,ATS,2206.0,3,D.2,3,363.0
D,X,4918759.585999998,4,135386.28108443934,149.0,P,HD,886.0,1,10.1,1,2586.0
A,Y,5302759.515700001,4,135167.7485555116,190.0,D,HD,1632.0,3,14.1,4,95.0
D,Y,2526612.8516999995,5,86983.602051352,274.0,C,ATS,6.9,3,A.1,4,460.7
A,X,4366070.964799999,5,145574.0417639641,330.0,Q,HD,1569.0,3,4.3,3,655.0
B,Y,4366070.964799999,3,121726.70930865804,352.0,Q,HD,173.0,3,B.1,2,198.0
A,X,5302759.515700001,5,154371.06043727396,122.0,D,ATS,977.0,1,M.1,5,1299.0
C,X,4366070.964799999,5,146405.55251546408,162.0,Q,ATS,1837.0,1,6.6,1,877.0
C,X,5302759.515700001,3,150742.49454936158,265.0,D,HD,262.0,3,J.1,2,947.0
A,Y,5302759.515700001,5,178966.13461792396,209.5,D,ATS,380.0,1,4.2,4,1138.0
A,Y,4366070.964799999,3,121588.30884645804,172.0,Q,HD,1291.0,3,H.3,1,1833.0
C,X,4366070.964799999,5,148936.0284149641,155.0,Q,ATS,1048.0,3,12.2,1,2361.0
B,Y,2526612.8516999995,5,87062.37775385201,388.0,C,ATS,1384.16,1,I.1,2,316.62
B,Y,2526612.8516999995,5,88428.32370485202,324.0,C,ATS,2058.16,3,L.2,2,1033.3
D,Y,4366070.964799999,5,148111.2080720641,287.0,Q,ATS,173.0,1,B.5,1,1906.0
A,Y,2526612.8516999995,3,72507.88578907581,156.0,C,HD,581.56,3,E.3,1,689.4
A,Y,4366070.964799999,3,121066.64556585804,352.0,Q,HD,173.0,1,B.1,1,198.0
C,X,4366070.964799999,5,144646.30499786412,126.0,Q,ATS,1239.0,1,8.4,1,1617.0000000000002
D,Y,4918759.585999998,6,139754.11524069624,422.0,P,ATS,1769.0000000000002,1,J.3,6,1360.0
D,X,4918759.585999998,6,159348.1651739462,162.0,P,ATS,1861.0,1,4.5,3,788.0
D,Y,4366070.964799999,3,123002.63486805806,195.0,Q,HD,1745.0,3,J.3,1,898.0
D,X,2526612.8516999995,3,72540.97670197581,540.0,C,HD,2204.51,3,5.4,2,604.5
B,X,5302759.515700001,5,181627.944101624,364.0,D,HD,996.0,3,F.1,3,504.0
B,X,4366070.964799999,3,111059.95374720804,352.0,Q,HD,1558.0,1,8.5,3,1617.0000000000002
A,X,4366070.964799999,5,145111.0834544641,126.0,Q,ATS,679.0,1,8.3,2,1617.0000000000002
C,Y,5302759.515700001,4,150156.1381536616,307.0,D,HD,565.0,1,5.1,3,221.0
C,X,5302759.515700001,5,179334.22441252394,298.0,D,ATS,3252.0000000000005,1,K.1,1,1007.0
A,Y,4918759.585999998,5,158843.94727584624,722.0,P,HD,765.0,3,E.1,3,1360.0
A,X,4366070.964799999,4,121066.64556585804,120.0,Q,HD,1696.0,1,1.4,3,11.0
A,Y,5302759.515700001,3,135167.7485555116,209.5,D,HD,380.0,3,4.1,3,172.0
A,X,5302759.515700001,3,149182.82780226163,227.5,D,HD,1529.0,1,F.2,1,504.0
B,X,4918759.585999998,3,134106.79468103932,338.0,P,HD,353.0,1,4.2,1,788.0
D,Y,4918759.585999998,4,134884.16518553934,722.0,P,HD,1177.0,1,G.1,2,1360.0
A,X,4366070.964799999,3,111059.95374720804,120.0,Q,HD,1696.0,3,13.4,3,2483.0
D,Y,2526612.8516999995,3,72994.59209617581,185.0,C,HD,1297.26,3,H.1,1,229.17
B,X,4918759.585999998,3,134106.79468103932,152.0,P,HD,689.0,1,7.1,1,1732.0
C,Y,2526612.8516999995,5,86550.30719825202,388.0,C,ATS,1384.16,1,I.1,4,316.62
C,Y,5302759.515700001,5,186408.72750262392,158.0,D,ATS,2497.0,3,25.1,1,745.0
A,Y,5302759.515700001,5,178966.13461792396,209.5,D,ATS,4009.000000000001,3,37.2,4,1138.0
B,X,4366070.964799999,4,121258.27697505803,330.0,Q,HD,1569.0,1,4.3,2,655.0
A,X,4366070.964799999,5,144692.69456186413,162.0,Q,ATS,81.0,1,8.1,1,1617.0000000000002
B,Y,5302759.515700001,4,135497.78042691157,190.0,D,HD,1632.0,3,14.1,4,95.0
C,Y,2526612.8516999995,5,87507.38951435202,156.0,C,ATS,1892.96,3,K.3,3,689.4
D,X,5302759.515700001,5,181622.81212027397,136.5,D,ATS,2440.0,3,I.3,4,835.0
B,Y,2526612.8516999995,5,87120.93179555201,338.0,C,ATS,1892.96,1,K.4,1,1040.2
D,Y,4918759.585999998,5,159783.36735984622,200.0,P,ATS,533.0,1,C.2,2,1249.0
B,X,2526612.8516999995,3,71954.28394027581,120.0,C,HD,400.51,1,1.1,2,6.9
A,Y,5302759.515700001,5,154371.06043727396,232.0,D,ATS,11.0,3,1.2,5,842.0
A,Y,5302759.515700001,5,179059.68690532394,292.0,D,ATS,1943.0,1,17.1,3,811.9999999999999
B,Y,5302759.515700001,5,178966.13461792396,194.5,D,ATS,4036.0,1,38.1,3,547.0
A,X,4366070.964799999,5,144264.5604677641,288.0,Q,ATS,328.0,1,3.1,4,363.0
A,Y,5302759.515700001,3,149789.6605980616,307.0,D,HD,1389.0,3,10.2,2,1088.0
B,X,2526612.8516999995,3,72828.42381577581,120.0,C,HD,400.51,3,9.1,2,1202.1
B,X,2526612.8516999995,5,88428.32370485202,169.0,C,ATS,503.96,3,6.1,2,774.4
C,X,5302759.515700001,3,149789.6605980616,136.5,D,HD,3881.0,1,E.4,2,475.0
A,X,4366070.964799999,5,145574.0417639641,126.0,Q,HD,1239.0,3,6.4,3,877.0
B,X,2526612.8516999995,6,86507.72244065201,540.0,C,ATS,810.0,3,5.2,5,604.5
C,Y,4918759.585999998,4,135858.09621983935,287.0,P,HD,1409.0,1,I.4,1,1865.0
B,X,4366070.964799999,5,127151.92774681412,352.0,Q,ATS,1558.0,3,8.5,5,1617.0000000000002
B,Y,2526612.8516999995,3,72684.7002588758,180.0,C,HD,2137.35,3,M.1,1,505.3
C,X,2526612.8516999995,5,88067.45302715202,127.0,C,ATS,1577.27,3,2.3,3,129.58
A,X,5302759.515700001,5,185273.42025022395,287.0,D,HD,2206.0,3,D.2,1,363.0
D,X,5302759.515700001,4,135167.7485555116,136.5,D,HD,508.0,1,I.1,4,835.0
C,Y,4366070.964799999,5,126163.0568742141,172.0,Q,ATS,1291.0,3,H.2,5,661.0
A,X,2526612.8516999995,3,72231.08486467581,169.0,C,HD,1970.56,3,6.2,2,774.5
A,X,4366070.964799999,4,111059.95374720804,126.0,Q,HD,679.0,3,8.3,4,1617.0000000000002
C,X,4366070.964799999,5,146679.0002528641,162.0,Q,ATS,1837.0,3,4.4,3,655.0
B,Y,5302759.515700001,5,179153.23919272394,122.0,D,ATS,4271.0,3,39.2,3,313.0
C,Y,4366070.964799999,4,121785.26335035804,287.0,Q,HD,173.0,1,B.5,1,1906.0
A,X,4918759.585999998,3,123890.88263498934,152.0,P,HD,1243.0,1,7.2,3,1732.0
A,X,2526612.8516999995,5,87135.84761525202,127.0,C,HD,1577.27,3,2.3,4,129.58
A,X,5302759.515700001,5,180994.23369862395,563.25,D,HD,3029.0,1,G.6,1,655.0
B,X,5302759.515700001,4,135497.78042691157,136.5,D,HD,3881.0,3,I.4,4,835.0
B,Y,2526612.8516999995,3,73180.90041067581,180.0,C,HD,2137.35,3,M.1,1,505.3
A,Y,4366070.964799999,5,145868.88748826412,287.0,Q,HD,1745.0,1,J.2,1,588.0
B,Y,2526612.8516999995,5,87401.49470705201,324.0,C,ATS,136.08,3,B.1,4,161.9
D,Y,4918759.585999998,6,161940.7399193462,276.0,P,ATS,173.0,1,B.4,1,1859.0
C,X,5302759.515700001,3,135774.5813513116,136.5,D,HD,2440.0,3,I.3,3,835.0
A,Y,4366070.964799999,3,121066.64556585804,289.0,Q,HD,525.0,1,C.1,1,588.0
C,X,5302759.515700001,5,181443.1485164239,136.5,D,ATS,508.0,1,E.1,1,475.0
A,Y,4366070.964799999,5,144264.5604677641,352.0,Q,ATS,1745.0,1,J.6,4,2296.0
A,X,2526612.8516999995,4,72529.17816787581,540.0,C,HD,270.0,3,5.1,1,604.5
B,Y,5302759.515700001,5,179772.98159512397,471.0,D,HD,977.0,1,7.2,4,1053.0
D,X,2526612.8516999995,5,87586.69687865202,127.0,C,ATS,1577.27,1,8.2,3,1079.42
D,Y,4366070.964799999,3,121681.58667615804,289.0,Q,HD,1393.0,1,I.1,2,588.0
C,X,4366070.964799999,3,111059.95374720804,162.0,Q,HD,81.0,1,10.1,3,1839.0
B,Y,2526612.8516999995,5,87268.92498275201,324.0,C,HD,2338.44,1,N.1,2,161.9
C,X,5302759.515700001,5,154344.44496377397,443.0,D,ATS,222.00000000000003,3,G.1,5,655.0
A,X,4366070.964799999,5,145799.0856632641,162.0,Q,ATS,81.0,1,4.1,1,655.0
A,X,5302759.515700001,5,184959.35766292395,120.0,D,HD,2099.0,3,L.5,2,1254.0
D,X,4918759.585999998,6,139754.11524069624,470.0,P,ATS,971.0,1,4.3,6,788.0
B,Y,4918759.585999998,5,139929.7773657962,276.0,P,HD,1769.0000000000002,1,J.4,5,1859.0
B,Y,4918759.585999998,6,159490.10091444623,287.0,P,ATS,1409.0,3,I.4,3,1865.0
D,Y,5302759.515700001,3,151381.03272786157,292.0,D,HD,1943.0,1,17.1,1,811.9999999999999
D,X,5302759.515700001,3,149972.8993758616,287.0,D,HD,2685.0,1,D.3,2,363.0
A,X,4366070.964799999,5,146729.3184026641,171.0,Q,ATS,1448.0,3,1.3,1,11.0
A,X,5302759.515700001,5,179716.48581562395,443.0,D,ATS,665.0,3,G.2,4,655.0
D,X,2526612.8516999995,5,87586.69687865202,540.0,C,ATS,810.0,1,5.2,3,604.5
A,Y,4918759.585999998,5,160322.42087964623,799.0,P,HD,645.0,3,D.1,2,400.0
A,X,4366070.964799999,5,144690.40804376412,155.0,Q,HD,1048.0,1,12.2,4,2361.0
A,X,4366070.964799999,4,121066.64556585804,288.0,Q,HD,328.0,1,3.1,3,363.0
B,X,5302759.515700001,5,180749.33012909893,120.0,D,ATS,516.0,1,B.2,2,56.00000000000001
C,X,5302759.515700001,5,180870.44662679892,136.5,D,ATS,3881.0,3,I.4,4,835.0
C,Y,5302759.515700001,4,150396.49339386157,307.0,D,HD,3000.0,1,31.1,1,221.0
B,Y,2526612.8516999995,5,87444.58710785201,335.0,C,HD,901.56,1,F.1,2,304.03
B,Y,2526612.8516999995,6,86780.352615052,388.0,C,ATS,1090.36,3,G.2,3,892.38
B,Y,4918759.585999998,5,158327.68132224624,284.0,P,ATS,1769.0000000000002,3,J.5,2,2578.0
B,Y,4918759.585999998,5,158327.68132224624,287.0,P,ATS,533.0,3,C.1,2,856.0
C,Y,4918759.585999998,4,134436.82655243934,200.0,P,HD,533.0,1,C.2,2,1249.0
B,Y,2526612.8516999995,5,86640.79980815202,338.0,C,ATS,1892.96,1,K.4,1,1040.2
C,X,4918759.585999998,5,159227.21009424623,224.0,P,HD,848.0,1,3.2,1,567.0
C,Y,5302759.515700001,5,179059.68690532394,307.0,D,ATS,3824.0,1,36.4,3,1090.0
A,X,5302759.515700001,5,178966.13461792396,433.0,D,ATS,1324.0,1,A.1,4,11.0
B,Y,2526612.8516999995,4,71954.28394027581,338.0,C,HD,1892.96,1,K.4,3,1040.2
D,Y,5302759.515700001,3,150742.49454936158,285.0,D,HD,1836.0,3,15.1,2,1101.0
B,X,4918759.585999998,3,134106.79468103932,224.0,P,HD,1094.0,1,3.3,1,567.0
B,Y,4918759.585999998,3,134106.79468103932,200.0,P,HD,533.0,1,C.2,1,1249.0
A,X,5302759.515700001,5,178966.13461792396,120.0,D,ATS,516.0,1,L.2,3,1254.0
B,Y,4918759.585999998,6,139754.11524069624,284.0,P,ATS,1769.0000000000002,3,J.1,6,142.0
D,X,5302759.515700001,3,150396.49339386157,265.0,D,HD,262.0,1,J.1,1,947.0
B,X,4366070.964799999,5,144690.40804376412,288.0,Q,HD,1590.0,1,11.2,4,2131.0
B,Y,2526612.8516999995,4,71954.28394027581,388.0,C,HD,1384.16,1,I.1,3,316.62
C,Y,4918759.585999998,4,135858.09621983935,287.0,P,HD,533.0,1,C.4,1,1865.0
B,Y,5302759.515700001,5,154706.41540337398,307.0,D,HD,3000.0,1,31.1,5,221.0
D,X,5302759.515700001,4,152968.51103016158,364.0,D,HD,3393.0,1,H.3,1,806.0
B,X,4366070.964799999,4,121878.04247835804,126.0,Q,HD,679.0,1,8.3,1,1617.0000000000002
A,Y,4918759.585999998,5,157736.74357824624,284.0,P,ATS,173.0,3,B.1,3,142.0
B,X,2526612.8516999995,5,86582.24576645202,540.0,C,ATS,270.0,3,5.1,2,604.5
C,Y,5302759.515700001,4,135167.7485555116,471.0,D,HD,3411.9999999999995,1,34.2,4,1052.0
B,Y,4366070.964799999,3,121258.27697505803,287.0,Q,HD,1745.0,1,J.5,2,1906.0
D,Y,5302759.515700001,3,135167.7485555116,122.0,D,HD,4271.0,1,39.3,3,997.0
D,X,4366070.964799999,4,123906.72865245806,642.0,Q,HD,959.0,1,5.1,2,736.0
B,X,5302759.515700001,5,178966.13461792396,120.0,D,ATS,4230.0,1,L.8,4,1254.0
C,X,4918759.585999998,5,162306.88449144622,338.0,P,ATS,353.0,3,4.2,1,788.0
A,X,4918759.585999998,5,159269.7948518462,149.0,P,HD,886.0,3,10.1,2,2586.0
A,Y,4366070.964799999,5,144642.5001914641,287.0,Q,ATS,173.0,3,B.2,1,588.0
D,X,4918759.585999998,6,139754.11524069624,224.0,P,ATS,848.0,1,3.2,6,567.0
C,X,4366070.964799999,5,146679.0002528641,352.0,Q,ATS,1558.0,3,6.5,3,877.0
C,X,4366070.964799999,3,111059.95374720804,642.0,Q,HD,959.0,1,5.1,3,736.0
